article_id;essay;emotion;tokens;1-gram;2-gram
293;kind worry little bit sometimes go phase really hard time falling asleep staying asleep weird happens reason last like week sudden stop doesnt happen awhile sometimes im tired really want fall asleep cant try everything warm milk eye mask fan white noise nothing work sudden im fine problem;fear;['kind', 'worry', 'little', 'bit', 'sometimes', 'go', 'phase', 'really', 'hard', 'time', 'falling', 'asleep', 'staying', 'asleep', 'weird', 'happens', 'reason', 'last', 'like', 'week', 'sudden', 'stop', 'doesnt', 'happen', 'awhile', 'sometimes', 'im', 'tired', 'really', 'want', 'fall', 'asleep', 'cant', 'try', 'everything', 'warm', 'milk', 'eye', 'mask', 'fan', 'white', 'noise', 'nothing', 'work', 'sudden', 'im', 'fine', 'problem'];['kind', 'worry', 'little', 'bit', 'sometimes', 'go', 'phase', 'really', 'hard', 'time', 'falling', 'asleep', 'staying', 'asleep', 'weird', 'happens', 'reason', 'last', 'like', 'week', 'sudden', 'stop', 'doesnt', 'happen', 'awhile', 'sometimes', 'im', 'tired', 'really', 'want', 'fall', 'asleep', 'cant', 'try', 'everything', 'warm', 'milk', 'eye', 'mask', 'fan', 'white', 'noise', 'nothing', 'work', 'sudden', 'im', 'fine', 'problem'];['kind worry', 'worry little', 'little bit', 'bit sometimes', 'sometimes go', 'go phase', 'phase really', 'really hard', 'hard time', 'time falling', 'falling asleep', 'asleep staying', 'staying asleep', 'asleep weird', 'weird happens', 'happens reason', 'reason last', 'last like', 'like week', 'week sudden', 'sudden stop', 'stop doesnt', 'doesnt happen', 'happen awhile', 'awhile sometimes', 'sometimes im', 'im tired', 'tired really', 'really want', 'want fall', 'fall asleep', 'asleep cant', 'cant try', 'try everything', 'everything warm', 'warm milk', 'milk eye', 'eye mask', 'mask fan', 'fan white', 'white noise', 'noise nothing', 'nothing work', 'work sudden', 'sudden im', 'im fine', 'fine problem']
338;agree article completely used take pill awhile change mood make feel weird shot thing made feel super depressed also made gain lot weight kind bad side effect every birth control ive ever tried refuse take form birth control except condom track cycle know im fertile;joy;['agree', 'article', 'completely', 'used', 'take', 'pill', 'awhile', 'change', 'mood', 'make', 'feel', 'weird', 'shot', 'thing', 'made', 'feel', 'super', 'depressed', 'also', 'made', 'gain', 'lot', 'weight', 'kind', 'bad', 'side', 'effect', 'every', 'birth', 'control', 'ive', 'ever', 'tried', 'refuse', 'take', 'form', 'birth', 'control', 'except', 'condom', 'track', 'cycle', 'know', 'im', 'fertile'];['agree', 'article', 'completely', 'used', 'take', 'pill', 'awhile', 'change', 'mood', 'make', 'feel', 'weird', 'shot', 'thing', 'made', 'feel', 'super', 'depressed', 'also', 'made', 'gain', 'lot', 'weight', 'kind', 'bad', 'side', 'effect', 'every', 'birth', 'control', 'ive', 'ever', 'tried', 'refuse', 'take', 'form', 'birth', 'control', 'except', 'condom', 'track', 'cycle', 'know', 'im', 'fertile'];['agree article', 'article completely', 'completely used', 'used take', 'take pill', 'pill awhile', 'awhile change', 'change mood', 'mood make', 'make feel', 'feel weird', 'weird shot', 'shot thing', 'thing made', 'made feel', 'feel super', 'super depressed', 'depressed also', 'also made', 'made gain', 'gain lot', 'lot weight', 'weight kind', 'kind bad', 'bad side', 'side effect', 'effect every', 'every birth', 'birth control', 'control ive', 'ive ever', 'ever tried', 'tried refuse', 'refuse take', 'take form', 'form birth', 'birth control', 'control except', 'except condom', 'condom track', 'track cycle', 'cycle know', 'know im', 'im fertile']
66;hey read fire arizona super serious one besides one person needed go hospital like super tragic make think life also make really think living situation never thought live apartment building shared several people action could severe consequence example say someone child playing parent fire could start beyond control really freak know someone besides could ruin home personal belonging even worse someone could lose life;fear;['hey', 'read', 'fire', 'arizona', 'super', 'serious', 'one', 'besides', 'one', 'person', 'needed', 'go', 'hospital', 'like', 'super', 'tragic', 'make', 'think', 'life', 'also', 'make', 'really', 'think', 'living', 'situation', 'never', 'thought', 'live', 'apartment', 'building', 'shared', 'several', 'people', 'action', 'could', 'severe', 'consequence', 'example', 'say', 'someone', 'child', 'playing', 'parent', 'fire', 'could', 'start', 'beyond', 'control', 'really', 'freak', 'know', 'someone', 'besides', 'could', 'ruin', 'home', 'personal', 'belonging', 'even', 'worse', 'someone', 'could', 'lose', 'life'];['hey', 'read', 'fire', 'arizona', 'super', 'serious', 'one', 'besides', 'one', 'person', 'needed', 'go', 'hospital', 'like', 'super', 'tragic', 'make', 'think', 'life', 'also', 'make', 'really', 'think', 'living', 'situation', 'never', 'thought', 'live', 'apartment', 'building', 'shared', 'several', 'people', 'action', 'could', 'severe', 'consequence', 'example', 'say', 'someone', 'child', 'playing', 'parent', 'fire', 'could', 'start', 'beyond', 'control', 'really', 'freak', 'know', 'someone', 'besides', 'could', 'ruin', 'home', 'personal', 'belonging', 'even', 'worse', 'someone', 'could', 'lose', 'life'];['hey read', 'read fire', 'fire arizona', 'arizona super', 'super serious', 'serious one', 'one besides', 'besides one', 'one person', 'person needed', 'needed go', 'go hospital', 'hospital like', 'like super', 'super tragic', 'tragic make', 'make think', 'think life', 'life also', 'also make', 'make really', 'really think', 'think living', 'living situation', 'situation never', 'never thought', 'thought live', 'live apartment', 'apartment building', 'building shared', 'shared several', 'several people', 'people action', 'action could', 'could severe', 'severe consequence', 'consequence example', 'example say', 'say someone', 'someone child', 'child playing', 'playing parent', 'parent fire', 'fire could', 'could start', 'start beyond', 'beyond control', 'control really', 'really freak', 'freak know', 'know someone', 'someone besides', 'besides could', 'could ruin', 'ruin home', 'home personal', 'personal belonging', 'belonging even', 'even worse', 'worse someone', 'someone could', 'could lose', 'lose life']
117;wow can not believe forgot zika virus advance society try better understanding deadly virus would think advanced human civilization would understand pregnant woman get zika seem danger effect fetus horrible scary know passed along sexually even person feeling asia seems really need help fro rest world fighting problem;surprise;['wow', 'can', 'not', 'believe', 'forgot', 'zika', 'virus', 'advance', 'society', 'try', 'better', 'understanding', 'deadly', 'virus', 'would', 'think', 'advanced', 'human', 'civilization', 'would', 'understand', 'pregnant', 'woman', 'get', 'zika', 'seem', 'danger', 'effect', 'fetus', 'horrible', 'scary', 'know', 'passed', 'along', 'sexually', 'even', 'person', 'feeling', 'asia', 'seems', 'really', 'need', 'help', 'fro', 'rest', 'world', 'fighting', 'problem'];['wow', 'can', 'not', 'believe', 'forgot', 'zika', 'virus', 'advance', 'society', 'try', 'better', 'understanding', 'deadly', 'virus', 'would', 'think', 'advanced', 'human', 'civilization', 'would', 'understand', 'pregnant', 'woman', 'get', 'zika', 'seem', 'danger', 'effect', 'fetus', 'horrible', 'scary', 'know', 'passed', 'along', 'sexually', 'even', 'person', 'feeling', 'asia', 'seems', 'really', 'need', 'help', 'fro', 'rest', 'world', 'fighting', 'problem'];['wow can', 'can not', 'not believe', 'believe forgot', 'forgot zika', 'zika virus', 'virus advance', 'advance society', 'society try', 'try better', 'better understanding', 'understanding deadly', 'deadly virus', 'virus would', 'would think', 'think advanced', 'advanced human', 'human civilization', 'civilization would', 'would understand', 'understand pregnant', 'pregnant woman', 'woman get', 'get zika', 'zika seem', 'seem danger', 'danger effect', 'effect fetus', 'fetus horrible', 'horrible scary', 'scary know', 'know passed', 'passed along', 'along sexually', 'sexually even', 'even person', 'person feeling', 'feeling asia', 'asia seems', 'seems really', 'really need', 'need help', 'help fro', 'fro rest', 'rest world', 'world fighting', 'fighting problem']
244;fbi seems fail preventing serious terrorist attack suspect investigation obviously thorough enough always prevent attack even whey specific person nightclub attack orlando seems like could prevented fbi job warning killer family basically warning terrorist extremist like guy already think severe tactic necessary protect country citizen feel like fbi making excuse incompetent seem take everything serious need country deserves;neutral;['fbi', 'seems', 'fail', 'preventing', 'serious', 'terrorist', 'attack', 'suspect', 'investigation', 'obviously', 'thorough', 'enough', 'always', 'prevent', 'attack', 'even', 'whey', 'specific', 'person', 'nightclub', 'attack', 'orlando', 'seems', 'like', 'could', 'prevented', 'fbi', 'job', 'warning', 'killer', 'family', 'basically', 'warning', 'terrorist', 'extremist', 'like', 'guy', 'already', 'think', 'severe', 'tactic', 'necessary', 'protect', 'country', 'citizen', 'feel', 'like', 'fbi', 'making', 'excuse', 'incompetent', 'seem', 'take', 'everything', 'serious', 'need', 'country', 'deserves'];['fbi', 'seems', 'fail', 'preventing', 'serious', 'terrorist', 'attack', 'suspect', 'investigation', 'obviously', 'thorough', 'enough', 'always', 'prevent', 'attack', 'even', 'whey', 'specific', 'person', 'nightclub', 'attack', 'orlando', 'seems', 'like', 'could', 'prevented', 'fbi', 'job', 'warning', 'killer', 'family', 'basically', 'warning', 'terrorist', 'extremist', 'like', 'guy', 'already', 'think', 'severe', 'tactic', 'necessary', 'protect', 'country', 'citizen', 'feel', 'like', 'fbi', 'making', 'excuse', 'incompetent', 'seem', 'take', 'everything', 'serious', 'need', 'country', 'deserves'];['fbi seems', 'seems fail', 'fail preventing', 'preventing serious', 'serious terrorist', 'terrorist attack', 'attack suspect', 'suspect investigation', 'investigation obviously', 'obviously thorough', 'thorough enough', 'enough always', 'always prevent', 'prevent attack', 'attack even', 'even whey', 'whey specific', 'specific person', 'person nightclub', 'nightclub attack', 'attack orlando', 'orlando seems', 'seems like', 'like could', 'could prevented', 'prevented fbi', 'fbi job', 'job warning', 'warning killer', 'killer family', 'family basically', 'basically warning', 'warning terrorist', 'terrorist extremist', 'extremist like', 'like guy', 'guy already', 'already think', 'think severe', 'severe tactic', 'tactic necessary', 'necessary protect', 'protect country', 'country citizen', 'citizen feel', 'feel like', 'like fbi', 'fbi making', 'making excuse', 'excuse incompetent', 'incompetent seem', 'seem take', 'take everything', 'everything serious', 'serious need', 'need country', 'country deserves']
287;seriously timeshares can not believe even issue someone get relinquish timeshare company seem want best friend get buy timeshare care family situation life make hard get rid customer older people dont always want go hassle people need assistance timeshare company make hard get rid although may say easy process relinquish investigation proved wrong someone bought something like family enjoy family grown gone continue;anger;['seriously', 'timeshares', 'can', 'not', 'believe', 'even', 'issue', 'someone', 'get', 'relinquish', 'timeshare', 'company', 'seem', 'want', 'best', 'friend', 'get', 'buy', 'timeshare', 'care', 'family', 'situation', 'life', 'make', 'hard', 'get', 'rid', 'customer', 'older', 'people', 'dont', 'always', 'want', 'go', 'hassle', 'people', 'need', 'assistance', 'timeshare', 'company', 'make', 'hard', 'get', 'rid', 'although', 'may', 'say', 'easy', 'process', 'relinquish', 'investigation', 'proved', 'wrong', 'someone', 'bought', 'something', 'like', 'family', 'enjoy', 'family', 'grown', 'gone', 'continue'];['seriously', 'timeshares', 'can', 'not', 'believe', 'even', 'issue', 'someone', 'get', 'relinquish', 'timeshare', 'company', 'seem', 'want', 'best', 'friend', 'get', 'buy', 'timeshare', 'care', 'family', 'situation', 'life', 'make', 'hard', 'get', 'rid', 'customer', 'older', 'people', 'dont', 'always', 'want', 'go', 'hassle', 'people', 'need', 'assistance', 'timeshare', 'company', 'make', 'hard', 'get', 'rid', 'although', 'may', 'say', 'easy', 'process', 'relinquish', 'investigation', 'proved', 'wrong', 'someone', 'bought', 'something', 'like', 'family', 'enjoy', 'family', 'grown', 'gone', 'continue'];['seriously timeshares', 'timeshares can', 'can not', 'not believe', 'believe even', 'even issue', 'issue someone', 'someone get', 'get relinquish', 'relinquish timeshare', 'timeshare company', 'company seem', 'seem want', 'want best', 'best friend', 'friend get', 'get buy', 'buy timeshare', 'timeshare care', 'care family', 'family situation', 'situation life', 'life make', 'make hard', 'hard get', 'get rid', 'rid customer', 'customer older', 'older people', 'people dont', 'dont always', 'always want', 'want go', 'go hassle', 'hassle people', 'people need', 'need assistance', 'assistance timeshare', 'timeshare company', 'company make', 'make hard', 'hard get', 'get rid', 'rid although', 'although may', 'may say', 'say easy', 'easy process', 'process relinquish', 'relinquish investigation', 'investigation proved', 'proved wrong', 'wrong someone', 'someone bought', 'bought something', 'something like', 'like family', 'family enjoy', 'enjoy family', 'family grown', 'grown gone', 'gone continue']
355;hear three people died halloween night happened highway someone hit trailer pulling people highway several people injured three killed authority say three killed related one another sad break heart likely family mother kid father kid really make sad read can not help imagine much fun excitement family experiencing accident happened article say driver caused accident drunk drug wish people alert road accident like completely preventable three people longer u;sadness;['hear', 'three', 'people', 'died', 'halloween', 'night', 'happened', 'highway', 'someone', 'hit', 'trailer', 'pulling', 'people', 'highway', 'several', 'people', 'injured', 'three', 'killed', 'authority', 'say', 'three', 'killed', 'related', 'one', 'another', 'sad', 'break', 'heart', 'likely', 'family', 'mother', 'kid', 'father', 'kid', 'really', 'make', 'sad', 'read', 'can', 'not', 'help', 'imagine', 'much', 'fun', 'excitement', 'family', 'experiencing', 'accident', 'happened', 'article', 'say', 'driver', 'caused', 'accident', 'drunk', 'drug', 'wish', 'people', 'alert', 'road', 'accident', 'like', 'completely', 'preventable', 'three', 'people', 'longer', 'u'];['hear', 'three', 'people', 'died', 'halloween', 'night', 'happened', 'highway', 'someone', 'hit', 'trailer', 'pulling', 'people', 'highway', 'several', 'people', 'injured', 'three', 'killed', 'authority', 'say', 'three', 'killed', 'related', 'one', 'another', 'sad', 'break', 'heart', 'likely', 'family', 'mother', 'kid', 'father', 'kid', 'really', 'make', 'sad', 'read', 'can', 'not', 'help', 'imagine', 'much', 'fun', 'excitement', 'family', 'experiencing', 'accident', 'happened', 'article', 'say', 'driver', 'caused', 'accident', 'drunk', 'drug', 'wish', 'people', 'alert', 'road', 'accident', 'like', 'completely', 'preventable', 'three', 'people', 'longer', 'u'];['hear three', 'three people', 'people died', 'died halloween', 'halloween night', 'night happened', 'happened highway', 'highway someone', 'someone hit', 'hit trailer', 'trailer pulling', 'pulling people', 'people highway', 'highway several', 'several people', 'people injured', 'injured three', 'three killed', 'killed authority', 'authority say', 'say three', 'three killed', 'killed related', 'related one', 'one another', 'another sad', 'sad break', 'break heart', 'heart likely', 'likely family', 'family mother', 'mother kid', 'kid father', 'father kid', 'kid really', 'really make', 'make sad', 'sad read', 'read can', 'can not', 'not help', 'help imagine', 'imagine much', 'much fun', 'fun excitement', 'excitement family', 'family experiencing', 'experiencing accident', 'accident happened', 'happened article', 'article say', 'say driver', 'driver caused', 'caused accident', 'accident drunk', 'drunk drug', 'drug wish', 'wish people', 'people alert', 'alert road', 'road accident', 'accident like', 'like completely', 'completely preventable', 'preventable three', 'three people', 'people longer', 'longer u']
59;cant believe well fargo would manner repossessing vehicle without going proper procedure especially screwing people protect country hope fine huge going lot changing want get trust customer back one never plan using;anger;['cant', 'believe', 'well', 'fargo', 'would', 'manner', 'repossessing', 'vehicle', 'without', 'going', 'proper', 'procedure', 'especially', 'screwing', 'people', 'protect', 'country', 'hope', 'fine', 'huge', 'going', 'lot', 'changing', 'want', 'get', 'trust', 'customer', 'back', 'one', 'never', 'plan', 'using'];['cant', 'believe', 'well', 'fargo', 'would', 'manner', 'repossessing', 'vehicle', 'without', 'going', 'proper', 'procedure', 'especially', 'screwing', 'people', 'protect', 'country', 'hope', 'fine', 'huge', 'going', 'lot', 'changing', 'want', 'get', 'trust', 'customer', 'back', 'one', 'never', 'plan', 'using'];['cant believe', 'believe well', 'well fargo', 'fargo would', 'would manner', 'manner repossessing', 'repossessing vehicle', 'vehicle without', 'without going', 'going proper', 'proper procedure', 'procedure especially', 'especially screwing', 'screwing people', 'people protect', 'protect country', 'country hope', 'hope fine', 'fine huge', 'huge going', 'going lot', 'lot changing', 'changing want', 'want get', 'get trust', 'trust customer', 'customer back', 'back one', 'one never', 'never plan', 'plan using']
162;cant believe gold fish fact cause much damage environment natural predator crazy make second guess fish toilet may survive hard believe get big since usually little fish small tank also weird travel far considering usually see swimming;surprise;['cant', 'believe', 'gold', 'fish', 'fact', 'cause', 'much', 'damage', 'environment', 'natural', 'predator', 'crazy', 'make', 'second', 'guess', 'fish', 'toilet', 'may', 'survive', 'hard', 'believe', 'get', 'big', 'since', 'usually', 'little', 'fish', 'small', 'tank', 'also', 'weird', 'travel', 'far', 'considering', 'usually', 'see', 'swimming'];['cant', 'believe', 'gold', 'fish', 'fact', 'cause', 'much', 'damage', 'environment', 'natural', 'predator', 'crazy', 'make', 'second', 'guess', 'fish', 'toilet', 'may', 'survive', 'hard', 'believe', 'get', 'big', 'since', 'usually', 'little', 'fish', 'small', 'tank', 'also', 'weird', 'travel', 'far', 'considering', 'usually', 'see', 'swimming'];['cant believe', 'believe gold', 'gold fish', 'fish fact', 'fact cause', 'cause much', 'much damage', 'damage environment', 'environment natural', 'natural predator', 'predator crazy', 'crazy make', 'make second', 'second guess', 'guess fish', 'fish toilet', 'toilet may', 'may survive', 'survive hard', 'hard believe', 'believe get', 'get big', 'big since', 'since usually', 'usually little', 'little fish', 'fish small', 'small tank', 'tank also', 'also weird', 'weird travel', 'travel far', 'far considering', 'considering usually', 'usually see', 'see swimming']
206;guy seems like real loser lie military history still get serve politician attack somebody dont even know fact person especially made sacrifice country somebody born somewhere else put time heart place place home;disgust;['guy', 'seems', 'like', 'real', 'loser', 'lie', 'military', 'history', 'still', 'get', 'serve', 'politician', 'attack', 'somebody', 'dont', 'even', 'know', 'fact', 'person', 'especially', 'made', 'sacrifice', 'country', 'somebody', 'born', 'somewhere', 'else', 'put', 'time', 'heart', 'place', 'place', 'home'];['guy', 'seems', 'like', 'real', 'loser', 'lie', 'military', 'history', 'still', 'get', 'serve', 'politician', 'attack', 'somebody', 'dont', 'even', 'know', 'fact', 'person', 'especially', 'made', 'sacrifice', 'country', 'somebody', 'born', 'somewhere', 'else', 'put', 'time', 'heart', 'place', 'place', 'home'];['guy seems', 'seems like', 'like real', 'real loser', 'loser lie', 'lie military', 'military history', 'history still', 'still get', 'get serve', 'serve politician', 'politician attack', 'attack somebody', 'somebody dont', 'dont even', 'even know', 'know fact', 'fact person', 'person especially', 'especially made', 'made sacrifice', 'sacrifice country', 'country somebody', 'somebody born', 'born somewhere', 'somewhere else', 'else put', 'put time', 'time heart', 'heart place', 'place place', 'place home']
265;seems pretty suspicious machine could turn back im sure somebody either accidentally turned purpose sound like really awful way go though crushed like better come better safety requirement make sure doesnt happen anybody ever;fear;['seems', 'pretty', 'suspicious', 'machine', 'could', 'turn', 'back', 'im', 'sure', 'somebody', 'either', 'accidentally', 'turned', 'purpose', 'sound', 'like', 'really', 'awful', 'way', 'go', 'though', 'crushed', 'like', 'better', 'come', 'better', 'safety', 'requirement', 'make', 'sure', 'doesnt', 'happen', 'anybody', 'ever'];['seems', 'pretty', 'suspicious', 'machine', 'could', 'turn', 'back', 'im', 'sure', 'somebody', 'either', 'accidentally', 'turned', 'purpose', 'sound', 'like', 'really', 'awful', 'way', 'go', 'though', 'crushed', 'like', 'better', 'come', 'better', 'safety', 'requirement', 'make', 'sure', 'doesnt', 'happen', 'anybody', 'ever'];['seems pretty', 'pretty suspicious', 'suspicious machine', 'machine could', 'could turn', 'turn back', 'back im', 'im sure', 'sure somebody', 'somebody either', 'either accidentally', 'accidentally turned', 'turned purpose', 'purpose sound', 'sound like', 'like really', 'really awful', 'awful way', 'way go', 'go though', 'though crushed', 'crushed like', 'like better', 'better come', 'come better', 'better safety', 'safety requirement', 'requirement make', 'make sure', 'sure doesnt', 'doesnt happen', 'happen anybody', 'anybody ever']
345;idea great lake area problem earthquake im glad wasnt bigger still much damage done feel better family lost loved one would think modern age would able earthquake sooner enough time evacuate area;surprise;['idea', 'great', 'lake', 'area', 'problem', 'earthquake', 'im', 'glad', 'wasnt', 'bigger', 'still', 'much', 'damage', 'done', 'feel', 'better', 'family', 'lost', 'loved', 'one', 'would', 'think', 'modern', 'age', 'would', 'able', 'earthquake', 'sooner', 'enough', 'time', 'evacuate', 'area'];['idea', 'great', 'lake', 'area', 'problem', 'earthquake', 'im', 'glad', 'wasnt', 'bigger', 'still', 'much', 'damage', 'done', 'feel', 'better', 'family', 'lost', 'loved', 'one', 'would', 'think', 'modern', 'age', 'would', 'able', 'earthquake', 'sooner', 'enough', 'time', 'evacuate', 'area'];['idea great', 'great lake', 'lake area', 'area problem', 'problem earthquake', 'earthquake im', 'im glad', 'glad wasnt', 'wasnt bigger', 'bigger still', 'still much', 'much damage', 'damage done', 'done feel', 'feel better', 'better family', 'family lost', 'lost loved', 'loved one', 'one would', 'would think', 'think modern', 'modern age', 'age would', 'would able', 'able earthquake', 'earthquake sooner', 'sooner enough', 'enough time', 'time evacuate', 'evacuate area']
63;article ive ever read im sure read error art said something like article title article article source date im sure emotionally react thing since emotional content content content real content seriously believe malfunction survey;surprise;['article', 'ive', 'ever', 'read', 'im', 'sure', 'read', 'error', 'art', 'said', 'something', 'like', 'article', 'title', 'article', 'article', 'source', 'date', 'im', 'sure', 'emotionally', 'react', 'thing', 'since', 'emotional', 'content', 'content', 'content', 'real', 'content', 'seriously', 'believe', 'malfunction', 'survey'];['article', 'ive', 'ever', 'read', 'im', 'sure', 'read', 'error', 'art', 'said', 'something', 'like', 'article', 'title', 'article', 'article', 'source', 'date', 'im', 'sure', 'emotionally', 'react', 'thing', 'since', 'emotional', 'content', 'content', 'content', 'real', 'content', 'seriously', 'believe', 'malfunction', 'survey'];['article ive', 'ive ever', 'ever read', 'read im', 'im sure', 'sure read', 'read error', 'error art', 'art said', 'said something', 'something like', 'like article', 'article title', 'title article', 'article article', 'article source', 'source date', 'date im', 'im sure', 'sure emotionally', 'emotionally react', 'react thing', 'thing since', 'since emotional', 'emotional content', 'content content', 'content content', 'content real', 'real content', 'content seriously', 'seriously believe', 'believe malfunction', 'malfunction survey']
120;ugh thats rough feel bad little girl deserves live world justice made type justice guy obviously deserves harsh punishment barbaric difference revenge justice year prison sentence make much sense blinding;sadness;['ugh', 'thats', 'rough', 'feel', 'bad', 'little', 'girl', 'deserves', 'live', 'world', 'justice', 'made', 'type', 'justice', 'guy', 'obviously', 'deserves', 'harsh', 'punishment', 'barbaric', 'difference', 'revenge', 'justice', 'year', 'prison', 'sentence', 'make', 'much', 'sense', 'blinding'];['ugh', 'thats', 'rough', 'feel', 'bad', 'little', 'girl', 'deserves', 'live', 'world', 'justice', 'made', 'type', 'justice', 'guy', 'obviously', 'deserves', 'harsh', 'punishment', 'barbaric', 'difference', 'revenge', 'justice', 'year', 'prison', 'sentence', 'make', 'much', 'sense', 'blinding'];['ugh thats', 'thats rough', 'rough feel', 'feel bad', 'bad little', 'little girl', 'girl deserves', 'deserves live', 'live world', 'world justice', 'justice made', 'made type', 'type justice', 'justice guy', 'guy obviously', 'obviously deserves', 'deserves harsh', 'harsh punishment', 'punishment barbaric', 'barbaric difference', 'difference revenge', 'revenge justice', 'justice year', 'year prison', 'prison sentence', 'sentence make', 'make much', 'much sense', 'sense blinding']
204;sound like wasnt cut cop way see obvious guy way didnt display anything indicated violent head yes cop order something probably better comply especially weapon including one dispute hand officer assessed situation require gun apparently scenario go training problem officer victim people wonder police arent trusted theyre human make mistake mistake kill people feel bad family victim hope see justice done;fear;['sound', 'like', 'wasnt', 'cut', 'cop', 'way', 'see', 'obvious', 'guy', 'way', 'didnt', 'display', 'anything', 'indicated', 'violent', 'head', 'yes', 'cop', 'order', 'something', 'probably', 'better', 'comply', 'especially', 'weapon', 'including', 'one', 'dispute', 'hand', 'officer', 'assessed', 'situation', 'require', 'gun', 'apparently', 'scenario', 'go', 'training', 'problem', 'officer', 'victim', 'people', 'wonder', 'police', 'arent', 'trusted', 'theyre', 'human', 'make', 'mistake', 'mistake', 'kill', 'people', 'feel', 'bad', 'family', 'victim', 'hope', 'see', 'justice', 'done'];['sound', 'like', 'wasnt', 'cut', 'cop', 'way', 'see', 'obvious', 'guy', 'way', 'didnt', 'display', 'anything', 'indicated', 'violent', 'head', 'yes', 'cop', 'order', 'something', 'probably', 'better', 'comply', 'especially', 'weapon', 'including', 'one', 'dispute', 'hand', 'officer', 'assessed', 'situation', 'require', 'gun', 'apparently', 'scenario', 'go', 'training', 'problem', 'officer', 'victim', 'people', 'wonder', 'police', 'arent', 'trusted', 'theyre', 'human', 'make', 'mistake', 'mistake', 'kill', 'people', 'feel', 'bad', 'family', 'victim', 'hope', 'see', 'justice', 'done'];['sound like', 'like wasnt', 'wasnt cut', 'cut cop', 'cop way', 'way see', 'see obvious', 'obvious guy', 'guy way', 'way didnt', 'didnt display', 'display anything', 'anything indicated', 'indicated violent', 'violent head', 'head yes', 'yes cop', 'cop order', 'order something', 'something probably', 'probably better', 'better comply', 'comply especially', 'especially weapon', 'weapon including', 'including one', 'one dispute', 'dispute hand', 'hand officer', 'officer assessed', 'assessed situation', 'situation require', 'require gun', 'gun apparently', 'apparently scenario', 'scenario go', 'go training', 'training problem', 'problem officer', 'officer victim', 'victim people', 'people wonder', 'wonder police', 'police arent', 'arent trusted', 'trusted theyre', 'theyre human', 'human make', 'make mistake', 'mistake mistake', 'mistake kill', 'kill people', 'people feel', 'feel bad', 'bad family', 'family victim', 'victim hope', 'hope see', 'see justice', 'justice done']
300;thats interesting possibly created brain always thought created nerve someone close deal tinnitus every day always thought odd im one worked high noise environment shes one suffers interesting say possible solution would make u happy real;surprise;['thats', 'interesting', 'possibly', 'created', 'brain', 'always', 'thought', 'created', 'nerve', 'someone', 'close', 'deal', 'tinnitus', 'every', 'day', 'always', 'thought', 'odd', 'im', 'one', 'worked', 'high', 'noise', 'environment', 'shes', 'one', 'suffers', 'interesting', 'say', 'possible', 'solution', 'would', 'make', 'u', 'happy', 'real'];['thats', 'interesting', 'possibly', 'created', 'brain', 'always', 'thought', 'created', 'nerve', 'someone', 'close', 'deal', 'tinnitus', 'every', 'day', 'always', 'thought', 'odd', 'im', 'one', 'worked', 'high', 'noise', 'environment', 'shes', 'one', 'suffers', 'interesting', 'say', 'possible', 'solution', 'would', 'make', 'u', 'happy', 'real'];['thats interesting', 'interesting possibly', 'possibly created', 'created brain', 'brain always', 'always thought', 'thought created', 'created nerve', 'nerve someone', 'someone close', 'close deal', 'deal tinnitus', 'tinnitus every', 'every day', 'day always', 'always thought', 'thought odd', 'odd im', 'im one', 'one worked', 'worked high', 'high noise', 'noise environment', 'environment shes', 'shes one', 'one suffers', 'suffers interesting', 'interesting say', 'say possible', 'possible solution', 'solution would', 'would make', 'make u', 'u happy', 'happy real']
406;remember going knew someone considered option shame woman think like birth control meant political regime trump penny reprehensible least hasnt come pas wouldnt opportunity attack woman health like weve lucky far havent got way bother guy think;sadness;['remember', 'going', 'knew', 'someone', 'considered', 'option', 'shame', 'woman', 'think', 'like', 'birth', 'control', 'meant', 'political', 'regime', 'trump', 'penny', 'reprehensible', 'least', 'hasnt', 'come', 'pas', 'wouldnt', 'opportunity', 'attack', 'woman', 'health', 'like', 'weve', 'lucky', 'far', 'havent', 'got', 'way', 'bother', 'guy', 'think'];['remember', 'going', 'knew', 'someone', 'considered', 'option', 'shame', 'woman', 'think', 'like', 'birth', 'control', 'meant', 'political', 'regime', 'trump', 'penny', 'reprehensible', 'least', 'hasnt', 'come', 'pas', 'wouldnt', 'opportunity', 'attack', 'woman', 'health', 'like', 'weve', 'lucky', 'far', 'havent', 'got', 'way', 'bother', 'guy', 'think'];['remember going', 'going knew', 'knew someone', 'someone considered', 'considered option', 'option shame', 'shame woman', 'woman think', 'think like', 'like birth', 'birth control', 'control meant', 'meant political', 'political regime', 'regime trump', 'trump penny', 'penny reprehensible', 'reprehensible least', 'least hasnt', 'hasnt come', 'come pas', 'pas wouldnt', 'wouldnt opportunity', 'opportunity attack', 'attack woman', 'woman health', 'health like', 'like weve', 'weve lucky', 'lucky far', 'far havent', 'havent got', 'got way', 'way bother', 'bother guy', 'guy think']
